def(FEAT_PROFILE),
def(INET_SOCKETS),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
!def(FEAT_GUI_W32),
def(MAIN),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_BEVAL),
def(FEAT_JOB_CHANNEL),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
True,
!def(INET_SOCKETS),
def(WSDEBUG_SENSE),
def(FEAT_SUN_WORKSHOP),
def(NBDEBUG),
def(LESSTIF_VERSION),
def(__MINT__),
def(WSDEBUG_TRACE),
def(FEAT_GUI),
def(WSDEBUG),
def(DEBUG),
def(WIN32),
!def(FEAT_PROFILE),
!def(FEAT_GUI_GTK),
def(PROTO),
def(FEAT_TOOLBAR),
def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(_WIN32),
