!def(INET_SOCKETS),
def(LESSTIF_VERSION),
!def(FEAT_GUI_GTK),
def(WSDEBUG_TRACE),
def(WIN32),
def(FEAT_SUN_WORKSHOP),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(WSDEBUG_SENSE),
def(FEAT_JOB_CHANNEL),
def(FEAT_TOOLBAR),
def(__MINT__),
def(WSDEBUG),
def(UNIX),
def(FEAT_PROFILE),
(def(FEAT_BEVAL_GUI)&!def(FEAT_VARTABS)),
!def(UNIX),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(DEBUG),
def(JUMPLIST_ROTATE),
True,
(def(FEAT_VARTABS)&def(FEAT_BEVAL_GUI)),
(def(FEAT_BEVAL_GUI)&!def(FEAT_VARTABS)&(!def(FEAT_VARTABS)|!def(FEAT_BEVAL_GUI))),
def(FEAT_GUI_W32),
def(INET_SOCKETS),
def(_WIN32),
!def(FEAT_BEVAL_GUI),
def(FEAT_BEVAL_GUI),
def(NBDEBUG),
!def(FEAT_PROFILE),
!def(FEAT_GUI_W32),
def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(MAIN),
def(FEAT_TERMRESPONSE),
