def(__MINT__),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
!def(INET_SOCKETS),
def(DEBUG),
def(PROTO),
def(FEAT_FKMAP),
def(WSDEBUG_SENSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_JOB_CHANNEL),
def(WSDEBUG),
def(FEAT_BEVAL),
!def(FEAT_GUI_GTK),
!def(FEAT_PROFILE),
def(FEAT_BEVAL_GUI),
def(FEAT_SUN_WORKSHOP),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(WSDEBUG_TRACE),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_PROFILE),
def(FEAT_FLOAT),
def(_WIN32),
def(FEAT_MBYTE),
def(NBDEBUG),
def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(LESSTIF_VERSION),
def(FEAT_TOOLBAR),
def(FEAT_GUI_W32),
def(WIN32),
def(MAIN),
def(FEAT_RIGHTLEFT),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_W32),
True,
def(JUMPLIST_ROTATE),
