def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI),
def(PROTO),
def(__BORLANDC__),
!def(PROTO),
def(MCH_WRITE_DUMP),
def(FEAT_TOOLBAR),
def(FEAT_BEVAL),
def(WSDEBUG),
def(LESSTIF_VERSION),
!def(NO_CONSOLE),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_W32),
!def(FEAT_BEVAL),
def(INET_SOCKETS),
def(WSDEBUG_TRACE),
!def(FEAT_GUI_GTK),
def(WSDEBUG_SENSE),
def(FEAT_GUI_GTK),
True,
!def(INET_SOCKETS),
def(NBDEBUG),
def(FEAT_SUN_WORKSHOP),
def(JUMPLIST_ROTATE),
def(DEBUG),
