def(FEAT_FKMAP),
def(JUMPLIST_ROTATE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_W32),
def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
def(_WIN32),
def(FEAT_BEVAL),
def(DEBUG),
def(FEAT_TERMRESPONSE),
def(NBDEBUG),
!def(INET_SOCKETS),
def(FEAT_MBYTE),
!def(NO_CONSOLE),
def(PROTO),
True,
def(LESSTIF_VERSION),
def(WSDEBUG_TRACE),
def(MAIN),
def(WIN32),
!def(FEAT_GUI_GTK),
def(FEAT_RIGHTLEFT),
def(FEAT_GUI_W32),
def(WSDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TOOLBAR),
def(FEAT_GUI),
def(WSDEBUG_SENSE),
