def(WSDEBUG_TRACE),
def(DEBUG),
!def(INET_SOCKETS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TOOLBAR),
def(INET_SOCKETS),
def(WSDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(LESSTIF_VERSION),
!def(FEAT_GUI_GTK),
def(WSDEBUG_SENSE),
def(FEAT_BEVAL),
def(FEAT_GUI),
def(__BORLANDC__),
def(PROTO),
!def(PROTO),
True,
!def(NO_CONSOLE),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI_W32),
def(NBDEBUG),
!def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
def(MCH_WRITE_DUMP),
def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
