def(MCH_WRITE_DUMP),
def(DEBUG),
def(FEAT_GUI_W32),
def(JUMPLIST_ROTATE),
!def(INET_SOCKETS),
def(FEAT_TOOLBAR),
def(FEAT_GUI_GTK),
def(NBDEBUG),
!def(PROTO),
def(WSDEBUG_SENSE),
def(WSDEBUG_TRACE),
!def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_BEVAL),
def(FEAT_GUI),
def(PROTO),
def(WSDEBUG),
def(__BORLANDC__),
def(LESSTIF_VERSION),
!def(NO_CONSOLE),
def(INET_SOCKETS),
def(FEAT_TERMRESPONSE),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_GTK),
True,
