!def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
def(FEAT_BEVAL),
def(__BORLANDC__),
def(NBDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
def(MCH_WRITE_DUMP),
def(WSDEBUG_TRACE),
def(FEAT_GUI_GTK),
!def(NO_CONSOLE),
!def(FEAT_GUI_W32),
def(WSDEBUG_SENSE),
!def(FEAT_GUI_GTK),
!def(PROTO),
True,
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(LESSTIF_VERSION),
def(INET_SOCKETS),
def(FEAT_GUI_W32),
def(DEBUG),
def(PROTO),
def(WSDEBUG),
def(FEAT_TERMRESPONSE),
def(FEAT_TOOLBAR),
def(FEAT_GUI),
