(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(WSDEBUG),
def(_WIN32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
!def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
def(__MINT__),
True,
def(MAIN),
def(PROTO),
def(DEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI_W32),
def(WIN32),
def(FEAT_GUI),
def(FEAT_BEVAL),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_GTK),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(INET_SOCKETS),
def(FEAT_TOOLBAR),
def(LESSTIF_VERSION),
def(NBDEBUG),
!def(INET_SOCKETS),
def(FEAT_TERMRESPONSE),
def(FEAT_JOB_CHANNEL),
def(JUMPLIST_ROTATE),
def(WSDEBUG_SENSE),
