(!def(FEAT_BEVAL)&def(WSDEBUG_SENSE)),
(!def(FEAT_BEVAL)&def(FEAT_NETBEANS_INTG)),
def(FEAT_GUI),
!def(RISCOS),
def(DEBUG),
!def(FEAT_BEVAL),
!def(FEAT_MBYTE),
def(FEAT_FKMAP),
(!def(FEAT_BEVAL)&def(WSDEBUG_TRACE)),
def(NBDEBUG),
(def(NBDEBUG)&def(FEAT_GUI_W32)),
def(FEAT_TOOLBAR),
True,
!def(NO_CONSOLE),
def(FEAT_GUI_W32),
def(FEAT_MBYTE),
def(EBCDIC),
(!def(FEAT_GUI_MOTIF)&!def(FEAT_GUI_GTK)&def(FEAT_GUI_W32)),
!def(FEAT_GUI_W32),
def(JUMPLIST_ROTATE),
def(FEAT_TERMRESPONSE),
!def(EBCDIC),
def(LESSTIF_VERSION),
