def(FEAT_JOB_CHANNEL),
def(_WIN32),
def(LESSTIF_VERSION),
def(PROTO),
!def(FEAT_PROFILE),
def(WSDEBUG),
def(FEAT_FKMAP),
!def(FEAT_GUI_W32),
def(WIN32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_RIGHTLEFT),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_BEVAL_GUI),
def(FEAT_PROFILE),
def(JUMPLIST_ROTATE),
def(DEBUG),
True,
def(MAIN),
def(FEAT_MBYTE),
!def(UNIX),
def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
def(WSDEBUG_TRACE),
def(__MINT__),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_TERMRESPONSE),
def(WSDEBUG_SENSE),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_SUN_WORKSHOP),
def(FEAT_TOOLBAR),
!def(INET_SOCKETS),
def(NBDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(INET_SOCKETS),
def(UNIX),
