def(MCH_WRITE_DUMP),
def(NBDEBUG),
def(JUMPLIST_ROTATE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG_TRACE),
def(FEAT_TERMRESPONSE),
def(FEAT_CLIPBOARD),
def(FEAT_MBYTE),
def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
True,
!def(FEAT_GUI_W32),
!def(PROTO),
!def(FEAT_GUI_GTK),
def(__BORLANDC__),
def(PROTO),
def(INET_SOCKETS),
def(FEAT_GUI),
def(FEAT_SUN_WORKSHOP),
!def(NO_CONSOLE),
def(WSDEBUG),
def(WSDEBUG_SENSE),
def(FEAT_BEVAL),
def(LESSTIF_VERSION),
def(DEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
