!def(INET_SOCKETS),
def(WSDEBUG_TRACE),
!def(FEAT_GUI_W32),
def(_WIN32),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_W32),
def(FEAT_BEVAL_GUI),
def(INET_SOCKETS),
def(UNIX),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_GTK),
def(__MINT__),
def(FEAT_TERMRESPONSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_JOB_CHANNEL),
def(PROTO),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(NBDEBUG),
!def(FEAT_PROFILE),
def(WSDEBUG),
def(DEBUG),
True,
def(WIN32),
def(LESSTIF_VERSION),
def(FEAT_TOOLBAR),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(MAIN),
def(WSDEBUG_SENSE),
def(FEAT_PROFILE),
!def(UNIX),
