def(FEAT_RIGHTLEFT),
def(FEAT_TOOLBAR),
def(FEAT_TERMRESPONSE),
def(MAIN),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
!def(FEAT_PROFILE),
def(FEAT_BEVAL_GUI),
!def(FEAT_GUI_GTK),
def(INET_SOCKETS),
def(LESSTIF_VERSION),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_TRACE),
def(FEAT_JOB_CHANNEL),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_MBYTE),
def(WSDEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(_WIN32),
def(PROTO),
def(__MINT__),
def(FEAT_GUI_W32),
!def(FEAT_GUI_W32),
def(FEAT_FLOAT),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_FKMAP),
def(WSDEBUG_SENSE),
!def(INET_SOCKETS),
def(NBDEBUG),
True,
def(FEAT_PROFILE),
def(DEBUG),
def(WIN32),
def(JUMPLIST_ROTATE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
