def(NBDEBUG),
def(FEAT_BEVAL),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(LESSTIF_VERSION),
!def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
def(DEBUG),
def(FEAT_GUI),
def(FEAT_GUI_GTK),
True,
def(FEAT_GUI_W32),
def(WSDEBUG),
def(FEAT_TERMRESPONSE),
!def(PROTO),
def(__BORLANDC__),
!def(NO_CONSOLE),
def(WSDEBUG_SENSE),
def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
def(INET_SOCKETS),
def(MCH_WRITE_DUMP),
def(WSDEBUG_TRACE),
!def(FEAT_GUI_GTK),
