!def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
True,
def(FEAT_TERMRESPONSE),
def(FEAT_GUI_W32),
def(PROTO),
def(LESSTIF_VERSION),
def(DEBUG),
def(__BORLANDC__),
def(WSDEBUG_SENSE),
def(FEAT_GUI),
def(FEAT_CLIPBOARD),
def(MCH_WRITE_DUMP),
def(WSDEBUG_TRACE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TOOLBAR),
def(FEAT_MBYTE),
def(WSDEBUG),
def(FEAT_SUN_WORKSHOP),
!def(INET_SOCKETS),
def(FEAT_BEVAL),
def(NBDEBUG),
def(INET_SOCKETS),
!def(PROTO),
!def(NO_CONSOLE),
!def(FEAT_GUI_W32),
def(FEAT_GUI_GTK),
