!def(FEAT_GUI_W32),
def(FEAT_GUI),
def(WIN32),
def(FEAT_TOOLBAR),
def(FEAT_BEVAL),
def(_WIN32),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_TRACE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(INET_SOCKETS),
def(WSDEBUG_SENSE),
def(__MINT__),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(NBDEBUG),
def(INET_SOCKETS),
def(FEAT_PROFILE),
def(MAIN),
def(PROTO),
def(LESSTIF_VERSION),
True,
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
!def(FEAT_PROFILE),
def(FEAT_TERMRESPONSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI_W32),
def(DEBUG),
def(JUMPLIST_ROTATE),
def(FEAT_JOB_CHANNEL),
def(WSDEBUG),
!def(FEAT_GUI_GTK),
