(!def(FEAT_BEVAL)&def(WSDEBUG_SENSE)),
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_W32)),
!def(NO_CONSOLE),
def(FEAT_GUI_W32),
def(FEAT_GUI_GTK),
True,
def(FEAT_FKMAP),
def(WIN64),
!def(WIN64),
def(JUMPLIST_ROTATE),
!def(EBCDIC),
def(DEBUG),
def(EBCDIC),
def(LESSTIF_VERSION),
def(NBDEBUG),
!def(FEAT_GUI_W32),
def(FEAT_GUI),
def(FEAT_GUI_MOTIF),
(!def(FEAT_GUI_MOTIF)&(def(FEAT_GUI_GTK)|def(FEAT_GUI_W32))&def(FEAT_GUI_W32)),
def(FEAT_MBYTE),
!def(RISCOS),
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_GTK)&def(FEAT_GUI_W32)&(def(FEAT_GUI_GTK)|def(FEAT_GUI_W32))),
(def(NBDEBUG)&def(FEAT_GUI_W32)),
(!def(FEAT_BEVAL)&def(FEAT_NETBEANS_INTG)),
def(FEAT_RIGHTLEFT),
def(FEAT_TOOLBAR),
(!def(FEAT_BEVAL)&def(WSDEBUG_TRACE)),
def(FEAT_TERMRESPONSE),
!def(FEAT_MBYTE),
def(FEAT_CLIPBOARD),
!def(FEAT_GUI_MOTIF),
!def(FEAT_BEVAL),
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_GTK)),
