(!def(FEAT_BEVAL)&def(WSDEBUG_TRACE)),
def(EBCDIC),
!def(NO_CONSOLE),
(!def(FEAT_BEVAL)&def(NOIME)),
def(LESSTIF_VERSION),
def(FEAT_TOOLBAR),
!def(LESSTIF_VERSION),
def(JUMPLIST_ROTATE),
(!def(FEAT_BEVAL)&def(WSDEBUG_SENSE)),
!def(FEAT_BEVAL),
!def(EBCDIC),
def(FEAT_FKMAP),
def(FEAT_GUI_W32),
(!def(FEAT_BEVAL)&def(FEAT_MBYTE_IME)),
def(FEAT_GUI),
def(FEAT_DND),
(!def(FEAT_BEVAL)&def(FEAT_TOOLBAR)),
!def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
(!def(FEAT_GUI_MOTIF)&!def(FEAT_GUI_GTK)&def(FEAT_GUI_W32)),
def(NBDEBUG),
(def(NBDEBUG)&def(FEAT_GUI_W32)),
def(FEAT_MBYTE),
def(DEBUG),
!def(FEAT_MBYTE),
True,
