!def(FEAT_GUI_W32),
def(WSDEBUG),
def(FEAT_TOOLBAR),
def(FEAT_GUI_W32),
def(__BORLANDC__),
def(PROTO),
def(WSDEBUG_TRACE),
def(NBDEBUG),
def(DEBUG),
def(LESSTIF_VERSION),
!def(INET_SOCKETS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG_SENSE),
def(FEAT_GUI),
def(FEAT_BEVAL),
!def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI_GTK),
True,
!def(NO_CONSOLE),
def(JUMPLIST_ROTATE),
def(FEAT_SUN_WORKSHOP),
def(FEAT_TERMRESPONSE),
def(INET_SOCKETS),
!def(FEAT_GUI_GTK),
def(MCH_WRITE_DUMP),
