(def(HPUX_DIGRAPHS)&!def(__MINT__)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(DEBUG),
def(WSDEBUG_SENSE),
!def(INET_SOCKETS),
!def(FEAT_GUI_W32),
def(FEAT_GUI),
def(PROTO),
def(WSDEBUG_TRACE),
True,
def(__MINT__),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_JOB_CHANNEL),
def(MAIN),
!def(FEAT_PROFILE),
def(FEAT_TERMRESPONSE),
def(LESSTIF_VERSION),
!def(FEAT_GUI_GTK),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_GUI_W32),
def(JUMPLIST_ROTATE),
def(WSDEBUG),
def(FEAT_PROFILE),
def(FEAT_BEVAL),
def(FEAT_SUN_WORKSHOP),
def(INET_SOCKETS),
def(WIN32),
def(_WIN32),
def(FEAT_TOOLBAR),
def(NBDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
