def(INET_SOCKETS),
def(WSDEBUG_SENSE),
def(__MINT__),
def(FEAT_BEVAL_GUI),
!def(FEAT_GUI_W32),
def(MAIN),
def(WSDEBUG),
def(_WIN32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_PROFILE),
def(FEAT_SUN_WORKSHOP),
!def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
def(WIN32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(NBDEBUG),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(DEBUG),
True,
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_JOB_CHANNEL),
!def(FEAT_GUI_GTK),
def(WSDEBUG_TRACE),
!def(FEAT_PROFILE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TOOLBAR),
def(PROTO),
def(LESSTIF_VERSION),
