def(JUMPLIST_ROTATE),
def(WSDEBUG_TRACE),
def(DEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
True,
def(FEAT_RIGHTLEFT),
def(INET_SOCKETS),
def(FEAT_BEVAL),
!def(PROTO),
def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
def(WSDEBUG_SENSE),
def(PROTO),
def(FEAT_SUN_WORKSHOP),
!def(INET_SOCKETS),
def(FEAT_EMACS_TAGS),
def(LESSTIF_VERSION),
def(FEAT_TERMRESPONSE),
def(FEAT_FKMAP),
def(FEAT_GUI_GTK),
def(MCH_WRITE_DUMP),
!def(FEAT_EMACS_TAGS),
!def(NO_CONSOLE),
def(NBDEBUG),
def(FEAT_TOOLBAR),
!def(FEAT_BEVAL),
def(__BORLANDC__),
!def(FEAT_GUI_W32),
def(FEAT_CLIPBOARD),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG),
def(FEAT_GUI),
def(FEAT_MBYTE),
