def(FEAT_TOOLBAR),
def(MCH_WRITE_DUMP),
def(FEAT_GUI_W32),
def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(PROTO),
def(DEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_BEVAL),
def(JUMPLIST_ROTATE),
True,
def(FEAT_BEVAL),
def(INET_SOCKETS),
!def(NO_CONSOLE),
!def(INET_SOCKETS),
def(LESSTIF_VERSION),
def(WSDEBUG_SENSE),
def(WSDEBUG_TRACE),
!def(FEAT_GUI_W32),
def(NBDEBUG),
!def(FEAT_GUI_GTK),
def(FEAT_SUN_WORKSHOP),
def(FEAT_TERMRESPONSE),
def(WSDEBUG),
def(FEAT_GUI_GTK),
def(FEAT_GUI),
def(__BORLANDC__),
