!def(FEAT_GUI_GTK),
def(FEAT_GUI_GTK),
def(FEAT_BEVAL),
def(NBDEBUG),
def(WSDEBUG_SENSE),
def(WSDEBUG),
def(FEAT_GUI_W32),
def(DEBUG),
def(FEAT_TERMRESPONSE),
!def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
True,
def(INET_SOCKETS),
def(WSDEBUG_TRACE),
def(FEAT_GUI),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(MCH_WRITE_DUMP),
!def(FEAT_GUI_W32),
!def(NO_CONSOLE),
def(PROTO),
def(FEAT_TOOLBAR),
def(LESSTIF_VERSION),
def(__BORLANDC__),
!def(FEAT_BEVAL),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(PROTO),
def(JUMPLIST_ROTATE),
