def(NBDEBUG),
def(WSDEBUG_SENSE),
def(FEAT_GUI),
def(JUMPLIST_ROTATE),
def(FEAT_BEVAL),
def(WIN32),
!def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
!def(INET_SOCKETS),
True,
def(MAIN),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(DEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
def(FEAT_TOOLBAR),
def(WSDEBUG),
def(_WIN32),
!def(NO_CONSOLE),
!def(FEAT_GUI_GTK),
def(WSDEBUG_TRACE),
def(FEAT_GUI_W32),
def(PROTO),
def(INET_SOCKETS),
def(LESSTIF_VERSION),
