def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG),
def(INET_SOCKETS),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_FLOAT),
def(NBDEBUG),
def(WSDEBUG_TRACE),
def(__MINT__),
!def(INET_SOCKETS),
def(MAIN),
!def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
def(FEAT_JOB_CHANNEL),
def(FEAT_MBYTE),
!def(FEAT_GUI_W32),
!def(FEAT_PROFILE),
def(_WIN32),
def(WSDEBUG_SENSE),
def(FEAT_SUN_WORKSHOP),
def(DEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(WIN32),
def(FEAT_RIGHTLEFT),
def(LESSTIF_VERSION),
def(FEAT_FKMAP),
True,
def(FEAT_BEVAL_GUI),
def(FEAT_PROFILE),
def(FEAT_GUI_W32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_TOOLBAR),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
