def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
def(__BORLANDC__),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
def(NBDEBUG),
def(WSDEBUG),
!def(NO_CONSOLE),
def(FEAT_TERMRESPONSE),
def(DEBUG),
def(FEAT_BEVAL),
def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
def(PROTO),
True,
!def(FEAT_GUI_W32),
!def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(LESSTIF_VERSION),
!def(FEAT_GUI_GTK),
def(MCH_WRITE_DUMP),
def(WSDEBUG_SENSE),
def(WSDEBUG_TRACE),
def(JUMPLIST_ROTATE),
def(FEAT_GUI),
