def(FEAT_GUI),
def(FEAT_TOOLBAR),
def(__BORLANDC__),
!def(NO_CONSOLE),
def(LESSTIF_VERSION),
!def(FEAT_GUI_W32),
def(MCH_WRITE_DUMP),
def(FEAT_MBYTE),
def(PROTO),
def(FEAT_SUN_WORKSHOP),
def(INET_SOCKETS),
!def(PROTO),
def(NBDEBUG),
!def(FEAT_MBYTE),
def(DEBUG),
!def(FEAT_BEVAL),
def(WSDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_BEVAL),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_GTK),
!def(FEAT_GUI_GTK),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
!def(INET_SOCKETS),
True,
def(WSDEBUG_SENSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
