def(WSDEBUG_SENSE),
!def(FEAT_BEVAL),
def(PROTO),
!def(FEAT_EMACS_TAGS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(DEBUG),
!def(FEAT_GUI_GTK),
def(FEAT_CLIPBOARD),
def(MCH_WRITE_DUMP),
def(JUMPLIST_ROTATE),
def(__BORLANDC__),
def(FEAT_RIGHTLEFT),
def(FEAT_MBYTE),
def(WSDEBUG_TRACE),
!def(NO_CONSOLE),
def(FEAT_GUI_W32),
!def(INET_SOCKETS),
def(FEAT_GUI_GTK),
def(INET_SOCKETS),
def(FEAT_EMACS_TAGS),
!def(FEAT_GUI_W32),
!def(FEAT_MBYTE),
def(FEAT_SUN_WORKSHOP),
!def(PROTO),
def(LESSTIF_VERSION),
def(WSDEBUG),
def(FEAT_BEVAL),
def(FEAT_TOOLBAR),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
True,
def(FEAT_GUI),
def(FEAT_FKMAP),
def(NBDEBUG),
