def(MCH_WRITE_DUMP),
def(FEAT_TOOLBAR),
def(FEAT_BEVAL),
def(LESSTIF_VERSION),
def(FEAT_FKMAP),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_MBYTE),
def(FEAT_GUI_GTK),
def(FEAT_GUI),
def(FEAT_GUI_W32),
def(INET_SOCKETS),
def(PROTO),
def(__BORLANDC__),
def(FEAT_RIGHTLEFT),
def(NBDEBUG),
!def(NO_CONSOLE),
!def(FEAT_RIGHTLEFT),
def(WSDEBUG_SENSE),
!def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
!def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG),
!def(FEAT_BEVAL),
!def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
def(WSDEBUG_TRACE),
def(DEBUG),
!def(FEAT_GUI_W32),
True,
