def(FEAT_RIGHTLEFT),
!def(NO_CONSOLE),
!def(INET_SOCKETS),
def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_FKMAP),
def(WSDEBUG_SENSE),
def(JUMPLIST_ROTATE),
def(LESSTIF_VERSION),
def(WSDEBUG),
!def(FEAT_GUI_GTK),
def(NBDEBUG),
def(DEBUG),
def(__BORLANDC__),
def(FEAT_BEVAL),
def(FEAT_GUI_GTK),
True,
!def(PROTO),
def(FEAT_TOOLBAR),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI_W32),
def(PROTO),
def(FEAT_MBYTE),
def(WSDEBUG_TRACE),
!def(FEAT_GUI_W32),
def(MCH_WRITE_DUMP),
