def(NBDEBUG),
def(FEAT_GUI_W32),
def(JUMPLIST_ROTATE),
def(FEAT_TERMRESPONSE),
def(FEAT_FKMAP),
def(WSDEBUG_SENSE),
!def(FEAT_GUI_W32),
def(FEAT_EMACS_TAGS),
def(FEAT_RIGHTLEFT),
def(WSDEBUG_TRACE),
def(FEAT_TOOLBAR),
def(LESSTIF_VERSION),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
!def(INET_SOCKETS),
def(WSDEBUG),
!def(FEAT_EMACS_TAGS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(_WIN32),
def(FEAT_GUI),
True,
def(FEAT_CLIPBOARD),
def(INET_SOCKETS),
def(FEAT_BEVAL),
!def(NO_CONSOLE),
def(MAIN),
def(FEAT_MBYTE),
def(PROTO),
def(DEBUG),
def(WIN32),
!def(FEAT_GUI_GTK),
