def(FEAT_RIGHTLEFT),
def(FEAT_TERMRESPONSE),
def(DEBUG),
!def(FEAT_GUI_W32),
!def(PROTO),
def(NBDEBUG),
def(LESSTIF_VERSION),
def(FEAT_TOOLBAR),
def(FEAT_MBYTE),
!def(FEAT_BEVAL),
def(WSDEBUG_SENSE),
def(FEAT_SUN_WORKSHOP),
!def(NO_CONSOLE),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_W32),
!def(INET_SOCKETS),
def(INET_SOCKETS),
!def(FEAT_GUI_GTK),
def(WSDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG_TRACE),
def(FEAT_GUI_GTK),
def(FEAT_BEVAL),
def(FEAT_FKMAP),
def(FEAT_GUI),
def(__BORLANDC__),
def(MCH_WRITE_DUMP),
def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
True,
