!def(FEAT_GUI_GTK),
def(FEAT_GUI),
def(FEAT_MBYTE),
!def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
def(PROTO),
!def(FEAT_BEVAL),
!def(FEAT_EMACS_TAGS),
def(NBDEBUG),
!def(NO_CONSOLE),
def(__BORLANDC__),
def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_W32),
True,
def(FEAT_EMACS_TAGS),
def(WSDEBUG_SENSE),
def(FEAT_RIGHTLEFT),
def(FEAT_CLIPBOARD),
def(WSDEBUG_TRACE),
def(INET_SOCKETS),
def(FEAT_FKMAP),
def(DEBUG),
!def(PROTO),
def(FEAT_TOOLBAR),
def(WSDEBUG),
def(LESSTIF_VERSION),
def(MCH_WRITE_DUMP),
def(FEAT_TERMRESPONSE),
!def(INET_SOCKETS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_BEVAL),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
