def(FEAT_MBYTE),
!def(FEAT_GUI_GTK),
def(FEAT_SUN_WORKSHOP),
def(FEAT_TERMRESPONSE),
def(WSDEBUG_SENSE),
!def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_TRACE),
def(JUMPLIST_ROTATE),
def(NBDEBUG),
def(PROTO),
True,
def(FEAT_GUI_GTK),
def(MCH_WRITE_DUMP),
def(FEAT_GUI),
def(INET_SOCKETS),
!def(PROTO),
def(FEAT_RIGHTLEFT),
def(WSDEBUG),
def(FEAT_FKMAP),
!def(NO_CONSOLE),
def(FEAT_BEVAL),
def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(LESSTIF_VERSION),
def(DEBUG),
def(FEAT_TOOLBAR),
def(__BORLANDC__),
!def(FEAT_BEVAL),
!def(INET_SOCKETS),
