def(WSDEBUG_TRACE),
def(MCH_WRITE_DUMP),
def(FEAT_GUI_GTK),
def(NBDEBUG),
def(JUMPLIST_ROTATE),
def(INET_SOCKETS),
def(FEAT_GUI_W32),
!def(PROTO),
!def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
def(__BORLANDC__),
def(PROTO),
!def(INET_SOCKETS),
def(LESSTIF_VERSION),
def(FEAT_TOOLBAR),
def(WSDEBUG_SENSE),
!def(NO_CONSOLE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
True,
def(WSDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(DEBUG),
def(FEAT_TERMRESPONSE),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI),
def(FEAT_BEVAL),
