def(FEAT_MBYTE),
def(FEAT_BEVAL_GUI),
!def(FEAT_GUI_W32),
def(UNIX),
def(FEAT_FLOAT),
def(WIN32),
def(WSDEBUG_SENSE),
def(FEAT_RIGHTLEFT),
!def(INET_SOCKETS),
def(FEAT_JOB_CHANNEL),
def(FEAT_SUN_WORKSHOP),
def(LESSTIF_VERSION),
def(__MINT__),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(INET_SOCKETS),
def(WSDEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
!def(FEAT_GUI_GTK),
!def(FEAT_PROFILE),
def(FEAT_TERMRESPONSE),
def(DEBUG),
def(MAIN),
def(FEAT_TOOLBAR),
def(PROTO),
def(FEAT_GUI_W32),
True,
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_FKMAP),
def(FEAT_PROFILE),
def(_WIN32),
def(NBDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(UNIX),
def(WSDEBUG_TRACE),
def(JUMPLIST_ROTATE),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
