def(FEAT_TERMRESPONSE),
def(NBDEBUG),
!def(FEAT_GUI_W32),
def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(NO_CONSOLE),
def(DEBUG),
def(JUMPLIST_ROTATE),
True,
def(WSDEBUG_TRACE),
def(FEAT_GUI),
def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
def(WSDEBUG),
def(MAIN),
def(FEAT_GUI_GTK),
def(FEAT_BEVAL),
def(WSDEBUG_SENSE),
!def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
def(WIN32),
def(LESSTIF_VERSION),
def(_WIN32),
def(FEAT_TOOLBAR),
def(INET_SOCKETS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
