def(EBCDIC),
def(FEAT_TOOLBAR),
True,
def(LESSTIF_VERSION),
(!def(FEAT_BEVAL)&def(NOIME)),
def(WSDEBUG_TRACE),
def(WSDEBUG_SENSE),
!def(NO_CONSOLE),
(!def(FEAT_BEVAL)&def(FEAT_TOOLBAR)),
def(FEAT_GUI),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_W32),
def(FEAT_DND),
def(FEAT_GUI_W32),
(def(FEAT_BEVAL)&!def(FEAT_GUI_GTK)&(!def(FEAT_GUI_GTK)|!def(FEAT_BEVAL))),
(!def(PROTO)&!def(__BORLANDC__)),
!def(RISCOS),
(!def(FEAT_BEVAL)&def(FEAT_MBYTE_IME)),
def(FEAT_BEVAL),
(def(FEAT_GUI_GTK)&def(FEAT_BEVAL)),
!def(EBCDIC),
