!def(PROTO),
def(PROTO),
!def(FEAT_BEVAL),
def(LESSTIF_VERSION),
def(WSDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(INET_SOCKETS),
def(WSDEBUG_SENSE),
!def(INET_SOCKETS),
!def(FEAT_GUI_GTK),
!def(NO_CONSOLE),
def(MCH_WRITE_DUMP),
def(NBDEBUG),
def(FEAT_RIGHTLEFT),
True,
def(FEAT_TERMRESPONSE),
def(FEAT_CLIPBOARD),
def(FEAT_MBYTE),
def(DEBUG),
!def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
def(FEAT_BEVAL),
def(JUMPLIST_ROTATE),
def(FEAT_FKMAP),
def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI),
def(FEAT_GUI_GTK),
def(FEAT_SUN_WORKSHOP),
def(__BORLANDC__),
def(WSDEBUG_TRACE),
