def(NBDEBUG),
def(__BORLANDC__),
def(JUMPLIST_ROTATE),
def(FEAT_SUN_WORKSHOP),
!def(RISCOS),
def(DEBUG),
def(FEAT_TOOLBAR),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI),
def(WSDEBUG),
def(LESSTIF_VERSION),
def(FEAT_MBYTE),
!def(INET_SOCKETS),
!def(NO_CONSOLE),
def(FEAT_GUI_GTK),
!def(FEAT_GUI_W32),
def(INET_SOCKETS),
def(WSDEBUG_TRACE),
def(FEAT_GUI_W32),
!def(FEAT_BEVAL),
def(PROTO),
!def(PROTO),
def(FEAT_FKMAP),
True,
def(FEAT_RIGHTLEFT),
!def(FEAT_GUI_GTK),
def(FEAT_BEVAL),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(MCH_WRITE_DUMP),
def(WSDEBUG_SENSE),
def(FEAT_TERMRESPONSE),
def(RISCOS),
!def(FEAT_MBYTE),
