def(MCH_WRITE_DUMP),
def(FEAT_BEVAL),
!def(FEAT_GUI_W32),
!def(PROTO),
def(PROTO),
True,
def(LESSTIF_VERSION),
def(FEAT_GUI_W32),
!def(NO_CONSOLE),
def(WSDEBUG_TRACE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
def(NBDEBUG),
def(INET_SOCKETS),
!def(INET_SOCKETS),
def(DEBUG),
!def(FEAT_GUI_GTK),
def(FEAT_TERMRESPONSE),
def(__BORLANDC__),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI),
def(WSDEBUG_SENSE),
def(FEAT_TOOLBAR),
