def(MAIN),
def(WIN32),
def(_WIN32),
def(FEAT_GUI_W32),
def(FEAT_MBYTE),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_SENSE),
def(UNIX),
def(FEAT_JOB_CHANNEL),
!def(INET_SOCKETS),
def(FEAT_TOOLBAR),
def(NBDEBUG),
def(FEAT_FKMAP),
def(__MINT__),
def(WSDEBUG_TRACE),
!def(FEAT_GUI_W32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
!def(UNIX),
def(PROTO),
!def(FEAT_GUI_GTK),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
True,
!def(FEAT_PROFILE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_BEVAL_GUI),
def(FEAT_RIGHTLEFT),
def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
def(WSDEBUG),
def(LESSTIF_VERSION),
def(DEBUG),
def(JUMPLIST_ROTATE),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_PROFILE),
