!def(FEAT_GUI_W32),
def(MCH_WRITE_DUMP),
True,
def(FEAT_TERMRESPONSE),
def(NBDEBUG),
!def(FEAT_GUI_GTK),
def(WSDEBUG_TRACE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI),
def(JUMPLIST_ROTATE),
def(WSDEBUG_SENSE),
!def(PROTO),
def(FEAT_BEVAL),
def(PROTO),
def(WSDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_FKMAP),
def(LESSTIF_VERSION),
def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
!def(NO_CONSOLE),
def(FEAT_CLIPBOARD),
def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
def(FEAT_GUI_W32),
def(FEAT_RIGHTLEFT),
def(__BORLANDC__),
!def(FEAT_BEVAL),
def(FEAT_MBYTE),
def(DEBUG),
def(FEAT_TOOLBAR),
