!def(INET_SOCKETS),
def(INET_SOCKETS),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_GTK),
def(WSDEBUG_SENSE),
def(MCH_WRITE_DUMP),
def(DEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(PROTO),
def(FEAT_GUI_GTK),
def(FEAT_GUI),
True,
!def(FEAT_GUI_W32),
def(__BORLANDC__),
!def(PROTO),
def(FEAT_TOOLBAR),
def(LESSTIF_VERSION),
def(JUMPLIST_ROTATE),
def(NBDEBUG),
def(WSDEBUG_TRACE),
def(WSDEBUG),
def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_BEVAL),
!def(NO_CONSOLE),
def(FEAT_SUN_WORKSHOP),
