def(FEAT_TOOLBAR),
!def(FEAT_GUI_GTK),
!def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
!def(PROTO),
True,
def(MCH_WRITE_DUMP),
def(LESSTIF_VERSION),
def(WSDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_MBYTE),
!def(INET_SOCKETS),
def(FEAT_CLIPBOARD),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI_GTK),
def(NBDEBUG),
def(INET_SOCKETS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
def(FEAT_GUI),
def(WSDEBUG_TRACE),
def(FEAT_BEVAL),
def(WSDEBUG_SENSE),
def(FEAT_GUI_W32),
def(DEBUG),
def(PROTO),
!def(NO_CONSOLE),
def(__BORLANDC__),
