def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_GTK),
!def(FEAT_BEVAL),
def(WSDEBUG),
def(WSDEBUG_TRACE),
def(FEAT_GUI_W32),
!def(NO_CONSOLE),
def(NBDEBUG),
def(FEAT_GUI),
def(JUMPLIST_ROTATE),
True,
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG_SENSE),
def(FEAT_GUI_GTK),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TOOLBAR),
def(FEAT_BEVAL),
!def(PROTO),
def(DEBUG),
!def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
def(__BORLANDC__),
def(LESSTIF_VERSION),
def(MCH_WRITE_DUMP),
def(PROTO),
!def(INET_SOCKETS),
def(INET_SOCKETS),
