!def(FEAT_BEVAL),
def(WSDEBUG_TRACE),
def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
!def(FEAT_GUI_GTK),
def(DEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI_W32),
def(NBDEBUG),
!def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_RIGHTLEFT),
def(PROTO),
def(__BORLANDC__),
def(WSDEBUG),
def(FEAT_GUI),
def(MCH_WRITE_DUMP),
def(FEAT_SUN_WORKSHOP),
True,
def(JUMPLIST_ROTATE),
def(FEAT_BEVAL),
def(FEAT_TERMRESPONSE),
def(WSDEBUG_SENSE),
!def(NO_CONSOLE),
def(FEAT_MBYTE),
def(FEAT_TOOLBAR),
def(INET_SOCKETS),
def(FEAT_FKMAP),
def(LESSTIF_VERSION),
!def(FEAT_GUI_W32),
