!def(NO_CONSOLE),
def(LESSTIF_VERSION),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(INET_SOCKETS),
def(MAIN),
def(PROTO),
def(NBDEBUG),
def(FEAT_GUI),
def(WSDEBUG_TRACE),
!def(FEAT_GUI_W32),
def(WSDEBUG_SENSE),
def(INET_SOCKETS),
def(FEAT_TERMRESPONSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_GTK),
def(FEAT_GUI_GTK),
def(MCH_WRITE_DUMP),
!def(PROTO),
def(DEBUG),
def(FEAT_GUI_W32),
def(WSDEBUG),
def(__BORLANDC__),
def(JUMPLIST_ROTATE),
True,
def(FEAT_TOOLBAR),
def(FEAT_BEVAL),
