def(FEAT_GUI_GTK),
def(FEAT_BEVAL),
def(FEAT_EMACS_TAGS),
def(NBDEBUG),
def(INET_SOCKETS),
!def(FEAT_EMACS_TAGS),
def(FEAT_TOOLBAR),
!def(FEAT_BEVAL),
True,
!def(NO_CONSOLE),
def(FEAT_GUI_W32),
!def(FEAT_GUI_W32),
!def(INET_SOCKETS),
def(FEAT_MBYTE),
def(PROTO),
def(__BORLANDC__),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI),
def(JUMPLIST_ROTATE),
def(MCH_WRITE_DUMP),
def(WSDEBUG_SENSE),
def(RISCOS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(LESSTIF_VERSION),
def(FEAT_TERMRESPONSE),
def(FEAT_FKMAP),
def(WSDEBUG_TRACE),
def(FEAT_RIGHTLEFT),
def(WSDEBUG),
!def(PROTO),
!def(FEAT_MBYTE),
!def(RISCOS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(DEBUG),
!def(FEAT_GUI_GTK),
