def(FEAT_SUN_WORKSHOP),
def(NBDEBUG),
def(FEAT_BEVAL),
def(__MINT__),
!def(INET_SOCKETS),
def(FEAT_GUI_W32),
def(FEAT_PROFILE),
def(FEAT_BEVAL_GUI),
def(WIN32),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_W32),
def(WSDEBUG),
def(PROTO),
def(MAIN),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_JOB_CHANNEL),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(INET_SOCKETS),
def(DEBUG),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(_WIN32),
def(FEAT_GUI),
!def(FEAT_PROFILE),
def(FEAT_TOOLBAR),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(WSDEBUG_TRACE),
def(LESSTIF_VERSION),
def(WSDEBUG_SENSE),
True,
!def(FEAT_GUI_GTK),
def(FEAT_TERMRESPONSE),
