def(FEAT_GUI_GTK),
def(DEBUG),
def(__BORLANDC__),
!def(INET_SOCKETS),
def(FEAT_TERMRESPONSE),
def(WSDEBUG_TRACE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG),
def(LESSTIF_VERSION),
!def(FEAT_GUI_GTK),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI),
!def(NO_CONSOLE),
!def(FEAT_GUI_W32),
def(MCH_WRITE_DUMP),
def(FEAT_TOOLBAR),
def(NBDEBUG),
!def(PROTO),
True,
def(PROTO),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_W32),
def(WSDEBUG_SENSE),
def(INET_SOCKETS),
def(FEAT_BEVAL),
def(FEAT_SUN_WORKSHOP),
