def(NBDEBUG),
def(WSDEBUG),
def(INET_SOCKETS),
def(_WIN32),
!def(INET_SOCKETS),
def(FEAT_GUI),
def(FEAT_GUI_W32),
True,
def(JUMPLIST_ROTATE),
def(WSDEBUG_TRACE),
def(FEAT_TOOLBAR),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(NO_CONSOLE),
def(MAIN),
def(FEAT_TERMRESPONSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(LESSTIF_VERSION),
!def(FEAT_GUI_W32),
def(FEAT_BEVAL),
def(WIN32),
def(FEAT_SUN_WORKSHOP),
def(DEBUG),
!def(FEAT_GUI_GTK),
def(PROTO),
def(WSDEBUG_SENSE),
