def(FEAT_JOB_CHANNEL),
!def(INET_SOCKETS),
def(_WIN32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(PROTO),
!def(FEAT_GUI_GTK),
def(FEAT_TERMRESPONSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
True,
def(__MINT__),
(!def(FEAT_BEVAL_GUI)&def(WSDEBUG_TRACE)),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(INET_SOCKETS),
def(NBDEBUG),
def(WSDEBUG),
def(JUMPLIST_ROTATE),
def(FEAT_PROFILE),
!def(UNIX),
(!def(FEAT_BEVAL_GUI)&def(WSDEBUG_SENSE)),
def(LESSTIF_VERSION),
def(FEAT_GUI_W32),
!def(FEAT_PROFILE),
def(UNIX),
def(DEBUG),
!def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_BEVAL_GUI),
def(WIN32),
def(FEAT_TOOLBAR),
(!def(FEAT_BEVAL_GUI)&def(WSDEBUG)),
def(ABORT_ON_INTERNAL_ERROR),
def(MAIN),
