!def(INET_SOCKETS),
def(WSDEBUG),
def(FEAT_GUI),
def(FEAT_TOOLBAR),
def(JUMPLIST_ROTATE),
def(WSDEBUG_TRACE),
!def(FEAT_BEVAL),
def(FEAT_EMACS_TAGS),
def(DEBUG),
def(FEAT_BEVAL),
!def(FEAT_GUI_GTK),
!def(NO_CONSOLE),
def(PROTO),
!def(FEAT_GUI_W32),
def(FEAT_RIGHTLEFT),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_SENSE),
def(FEAT_MBYTE),
def(FEAT_TERMRESPONSE),
def(NBDEBUG),
True,
def(FEAT_CLIPBOARD),
def(__BORLANDC__),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(MCH_WRITE_DUMP),
def(FEAT_GUI_GTK),
def(LESSTIF_VERSION),
!def(FEAT_EMACS_TAGS),
def(FEAT_FKMAP),
def(FEAT_GUI_W32),
def(INET_SOCKETS),
!def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
