!def(FEAT_GUI_GTK),
def(FEAT_GUI),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(INET_SOCKETS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(NO_CONSOLE),
def(MAIN),
def(FEAT_SUN_WORKSHOP),
def(NBDEBUG),
def(DEBUG),
def(_WIN32),
def(WSDEBUG),
def(WIN32),
def(FEAT_BEVAL),
def(WSDEBUG_SENSE),
def(LESSTIF_VERSION),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_W32),
def(PROTO),
True,
def(FEAT_GUI_W32),
def(JUMPLIST_ROTATE),
def(INET_SOCKETS),
def(WSDEBUG_TRACE),
def(FEAT_TERMRESPONSE),
