(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(NBDEBUG),
def(WSDEBUG),
def(INET_SOCKETS),
def(FEAT_GUI_GTK),
def(WIN32),
def(FEAT_JOB_CHANNEL),
True,
def(FEAT_TERMGUICOLORS),
!def(FEAT_GUI_W32),
def(__MINT__),
(def(USE_NB_ERRORHANDLER)&def(NBDEBUG)),
def(JUMPLIST_ROTATE),
def(FEAT_TERMRESPONSE),
(def(USE_WS_ERRORHANDLER)&def(WSDEBUG)),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_GTK),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(_WIN32),
def(DEBUG),
def(PROTO),
def(FEAT_GUI_W32),
!def(INET_SOCKETS),
def(LESSTIF_VERSION),
def(FEAT_GUI),
def(MAIN),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
