def(FEAT_PROFILE),
!def(FEAT_PROFILE),
def(FEAT_JOB_CHANNEL),
def(WSDEBUG_TRACE),
def(WSDEBUG_SENSE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(JUMPLIST_ROTATE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(_WIN32),
def(NBDEBUG),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(PROTO),
True,
def(WIN32),
!def(INET_SOCKETS),
!def(FEAT_GUI_W32),
def(FEAT_GUI),
def(FEAT_BEVAL_GUI),
def(LESSTIF_VERSION),
def(INET_SOCKETS),
def(DEBUG),
def(MAIN),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI_W32),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_TERMRESPONSE),
def(FEAT_BEVAL),
def(FEAT_TOOLBAR),
def(__MINT__),
!def(FEAT_GUI_GTK),
