def(NBDEBUG),
def(FEAT_TERMRESPONSE),
def(FEAT_TOOLBAR),
True,
def(LESSTIF_VERSION),
def(WSDEBUG_TRACE),
!def(FEAT_GUI_W32),
def(FEAT_GUI_GTK),
!def(PROTO),
def(MCH_WRITE_DUMP),
!def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_W32),
def(WSDEBUG),
def(INET_SOCKETS),
!def(FEAT_BEVAL),
def(__BORLANDC__),
def(FEAT_GUI),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(NO_CONSOLE),
def(PROTO),
def(WSDEBUG_SENSE),
!def(INET_SOCKETS),
def(FEAT_BEVAL),
def(FEAT_SUN_WORKSHOP),
def(DEBUG),
