def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_W32),
!def(FEAT_RIGHTLEFT),
def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
def(WSDEBUG_SENSE),
def(DEBUG),
def(FEAT_CLIPBOARD),
def(PROTO),
def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_GTK),
True,
def(FEAT_TOOLBAR),
def(FEAT_RIGHTLEFT),
!def(INET_SOCKETS),
!def(FEAT_MBYTE),
def(FEAT_GUI),
def(FEAT_FKMAP),
def(WSDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(INET_SOCKETS),
def(FEAT_MBYTE),
def(LESSTIF_VERSION),
!def(PROTO),
def(FEAT_BEVAL),
def(NBDEBUG),
def(__BORLANDC__),
def(MCH_WRITE_DUMP),
def(WSDEBUG_TRACE),
!def(NO_CONSOLE),
!def(FEAT_BEVAL),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
