!def(INET_SOCKETS),
def(INET_SOCKETS),
def(PROTO),
(def(FEAT_BEVAL_GUI)&!def(FEAT_VARTABS)),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
!def(FEAT_PROFILE),
True,
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(MAIN),
def(NBDEBUG),
def(__MINT__),
!def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
(def(FEAT_VARTABS)&def(FEAT_BEVAL_GUI)),
def(ABORT_ON_INTERNAL_ERROR),
def(JUMPLIST_ROTATE),
def(DEBUG),
def(FEAT_SUN_WORKSHOP),
def(FEAT_PROFILE),
!def(FEAT_BEVAL_GUI),
def(_WIN32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WIN32),
(def(FEAT_BEVAL_GUI)&!def(FEAT_VARTABS)&(!def(FEAT_VARTABS)|!def(FEAT_BEVAL_GUI))),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_BEVAL_GUI),
def(LESSTIF_VERSION),
def(WSDEBUG_SENSE),
def(UNIX),
def(WSDEBUG_TRACE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_TOOLBAR),
def(FEAT_GUI_W32),
!def(UNIX),
def(WSDEBUG),
!def(FEAT_GUI_GTK),
def(FEAT_JOB_CHANNEL),
