!def(FEAT_GUI_W32),
def(FEAT_GUI_W32),
def(_WIN32),
def(WSDEBUG_SENSE),
!def(FEAT_PROFILE),
def(FEAT_SUN_WORKSHOP),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(WSDEBUG),
def(MAIN),
def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
True,
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
!def(INET_SOCKETS),
def(NBDEBUG),
!def(FEAT_GUI_GTK),
def(FEAT_PROFILE),
def(PROTO),
def(FEAT_BEVAL),
def(FEAT_TOOLBAR),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI),
def(LESSTIF_VERSION),
def(DEBUG),
def(WIN32),
def(FEAT_JOB_CHANNEL),
def(FEAT_TERMRESPONSE),
def(__MINT__),
def(WSDEBUG_TRACE),
