def(FEAT_SUN_WORKSHOP),
def(LESSTIF_VERSION),
def(FEAT_JOB_CHANNEL),
def(WSDEBUG_TRACE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI_W32),
def(DEBUG),
!def(FEAT_GUI_W32),
!def(FEAT_PROFILE),
def(_WIN32),
def(PROTO),
def(MAIN),
def(FEAT_PROFILE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(WIN32),
def(WSDEBUG_SENSE),
True,
def(FEAT_BEVAL),
def(FEAT_GUI),
def(NBDEBUG),
!def(FEAT_GUI_GTK),
def(FEAT_TOOLBAR),
def(__MINT__),
def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
def(FEAT_TERMRESPONSE),
!def(INET_SOCKETS),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(WSDEBUG),
